63
0	168.697	31.4006	55.6597	34.4819	32.8536	83.4521	455.505	28.4823	137.768	22.0227	51.4097	52.8015	86.954	35.3836	38.0296	382.221	351.142	31.4006	24.0416	73.0821	23.7065	85.1587	39.5601	18.4391	41.0122	84.0595	36.8658	60.0833	26.5	13.8924	49.0408	88.5889	268	13.159	46.6476	39.2046	132.699	39.4462	17.72	67.3505	53.0094	28.0713	244.381	51.8652	30.8707	239.008	34.7851	30.7435	68.9638	94.6678	29.2062	139.23	16.5895	32.1403	348.281	47.8017	57.6745	75.2396	40.2244	70.2464	22.1359	37.2156	
168.697	0	168.465	195.812	183.509	144.499	250.949	286.873	196.692	40.8333	185.443	219.984	214.551	249.318	145.284	198.395	213.621	182.6	199.463	185.532	240.407	189.403	252.432	207.466	181.989	198.312	245.637	199.004	225.58	190.942	175.411	180.325	251.827	100.101	175.187	211.155	196.72	60.4745	202.647	152.141	232.172	212.44	196.766	93.3025	204.391	185.337	71.0518	202.492	191.662	232.6	256.284	191.567	29.4679	184.598	200.821	181.196	203.152	223.737	238.241	201.819	238.223	190.161	192.049	
31.4006	168.465	0	31.1127	15.1327	56.439	85.9724	454.12	48.2415	143.562	50.0899	64.8457	47.0106	81.0494	60.0833	64.925	379.559	348.421	50.9117	52.8015	75.6637	49.3964	99.7296	47.4236	24.0416	68.9638	77.2787	62.8497	79.6492	52.7376	44.643	19.3132	83.7257	264.821	21.6601	45.5412	29	123.065	64.2028	28.6356	65.3077	78.4092	43.9318	234.853	36.0555	18.2483	236.315	42.9418	26.6301	65.0692	87.8635	56.4358	139.56	40.8682	46.4004	343.421	34.7131	58.4402	95.901	66.0303	74.917	35.3836	24.0208	
55.6597	195.812	31.1127	0	21.1896	85.6677	70.6629	479.522	58.0899	173.28	67	64.0262	32.6497	58.6941	89.0056	78.008	404.422	373.354	59.6657	70	61.9112	64.1249	94.7523	46.9574	39.3192	82.8734	54.5894	75.1857	82.365	67.2254	65.7647	15.5242	61.9839	289.886	42.6094	37.0135	23.0868	146.113	74.9533	58.8218	49.0295	87.9318	52.1728	256.008	15.6205	25.318	261.842	44.9444	30.1921	47.0106	64.1249	71.2531	167.502	57.0071	52.2015	367.078	19.2094	46.777	97.9439	77.666	63.3321	46.1736	21.095	
34.4819	183.509	15.1327	21.1896	0	64.8719	71.353	469.25	41.234	157.991	47.5184	53.572	32.0156	65.9242	68.0955	60.2433	394.69	363.552	43.4166	50.4876	61.1882	45.3542	87.6641	35.609	19.105	64.846	62.1691	57.6896	70.0928	48.6338	45.0999	17.8885	68.593	279.952	21.4979	31.3209	14.1421	138.014	58.1808	38.8973	50.3894	72.0069	35.8469	249.65	21.4709	5.83095	251.448	31.8277	14.4278	50.01	72.7805	52.6308	154.538	37.4995	37.2022	358.504	19.6469	44.0403	86.3134	60.5392	60.824	28.2312	9.05539	
32.8536	144.499	56.439	85.6677	64.8719	0	113.754	429.862	55.5946	110.055	42.1659	78.6552	85.586	119.316	4.01995	53.9371	357.713	326.82	57.9496	41.7008	103.732	46.7136	108.695	70.5887	51.1953	53.8568	116.577	54.7091	81.4553	47.5774	32.9539	75.7493	120.755	244.591	45.2111	79.1414	71.7744	118.245	58.4342	27.9957	99.3886	67.9982	57.6347	226.676	84.1223	62.44	215.53	66.21	63.4983	101.288	127.083	47.5685	115.452	44.3199	61.6925	325.596	80.3216	89.4357	93.742	57.4087	100.279	53.8717	69.2789	
83.4521	250.949	85.9724	70.6629	71.353	113.754	0	537.746	58.4063	221.193	72.9949	37.0919	39.7775	22.6771	114.997	68.6804	463.822	432.685	56.3848	74.5201	10.5475	68.0386	36.1697	43.9005	68.9656	72.4793	24.8847	66.0987	47.2573	68.2642	80.983	83.0135	20.1556	349.194	75.7629	40.5494	57.2123	208.905	62.6598	98.971	21.7265	64.925	56.1805	320.813	55.617	67.7661	320.4	48.757	60.1083	23.7539	27.0046	70.0446	221.541	69.4504	52.0889	428.575	53.9282	27.6281	53.2565	65.4313	13.5059	61.3616	62.3077	
455.505	286.873	454.12	479.522	469.25	429.862	537.746	0	483.328	320.039	471.561	506.681	500.776	535.165	430.141	483.675	75.8947	106.48	486.055	471.424	527.2	475.711	538.491	494.336	468.782	483.066	531.365	484.564	511.317	477.055	461.677	464.039	537.834	189.644	462.006	497.752	482.813	333.856	488.296	439.014	518.646	497.036	483.575	232.312	489.58	471.502	217.83	489.36	478.179	518.881	541.868	477.378	316.332	471.257	487.643	117.631	488.788	510.429	523.047	487.201	525.082	477.034	478.006	
28.4823	196.692	48.2415	58.0899	41.234	55.5946	58.4063	483.328	0	164.599	15.0147	23.3932	38.5544	67.0391	56.6466	20.0422	410.299	379.247	2.97322	17.1593	48.7057	10.0419	56.689	17.9176	24.2165	25.0128	65.0603	17.1292	32.4721	11.5104	22.6592	59.1222	67.7941	296.227	27.8539	30.3849	35.2511	160.995	17.0188	46.0873	46.7591	30.7903	6.00333	272.802	47.0068	35.4265	267.207	15.7493	28.1041	49.5504	74.812	14.9345	167.248	12.1	7.96492	376.63	42.0076	36.5868	48.3802	19.5969	44.9003	13.1469	37.157	
137.768	40.8333	143.562	173.28	157.991	110.055	221.193	320.039	164.599	0	152.069	187.974	187.275	222.389	110.164	163.696	248.727	218.112	167.195	151.743	210.772	156.416	218.742	177.294	153.075	163.028	218.984	164.668	191.442	157.532	142.411	158.294	224.544	137.768	146.179	182.789	170.097	67.2681	168.428	122.711	203.952	177.003	165.529	133.843	179.427	158.773	109.202	172.447	163.904	204.919	229.752	157.623	24.5153	152.689	169.65	218.888	177.395	194.815	203.01	167.242	208.014	159.831	165.846	
